strain,Sequencing_technology,Primers_used,simple_strain,Primers
SouthAfrica/KRISP-K004039/2020,Illumina Miseq,ARTIC_V2,KRISP-K004039,
SouthAfrica/KRISP-K004040/2020,Illumina Miseq,ARTIC_V2,KRISP-K004040,
SouthAfrica/KRISP-K004041/2020,Illumina Miseq,ARTIC_V2,KRISP-K004041,
SouthAfrica/KRISP-K004044/2020,Illumina Miseq,ARTIC_V2,KRISP-K004044,
SouthAfrica/KRISP-K004045/2020,Illumina Miseq,ARTIC_V2,KRISP-K004045,
SouthAfrica/KRISP-K004046/2020,Illumina Miseq,ARTIC_V2,KRISP-K004046,
SouthAfrica/KRISP-K004047/2020,Illumina Miseq,ARTIC_V2,KRISP-K004047,
SouthAfrica/KRISP-K004048/2020,Illumina Miseq,ARTIC_V2,KRISP-K004048,
SouthAfrica/KRISP-K004049/2020,Illumina Miseq,ARTIC_V2,KRISP-K004049,
SouthAfrica/KRISP-K004050/2020,Illumina Miseq,ARTIC_V2,KRISP-K004050,
SouthAfrica/KRISP-K004051/2020,Illumina Miseq,ARTIC_V2,KRISP-K004051,
SouthAfrica/KRISP-K004052/2020,Illumina Miseq,ARTIC_V2,KRISP-K004052,
SouthAfrica/KRISP-K004053/2020,Illumina Miseq,ARTIC_V2,KRISP-K004053,
SouthAfrica/KRISP-K004054/2020,Illumina Miseq,ARTIC_V2,KRISP-K004054,
SouthAfrica/KRISP-K004055/2020,Illumina Miseq,ARTIC_V2,KRISP-K004055,
SouthAfrica/KRISP-K004056/2020,Illumina Miseq,ARTIC_V2,KRISP-K004056,
SouthAfrica/KRISP-K004057/2020,Illumina Miseq,ARTIC_V2,KRISP-K004057,
SouthAfrica/KRISP-K004058/2020,Illumina Miseq,ARTIC_V2,KRISP-K004058,
SouthAfrica/KRISP-K004059/2020,Illumina Miseq,ARTIC_V2,KRISP-K004059,
SouthAfrica/KRISP-K004060/2020,Illumina Miseq,ARTIC_V2,KRISP-K004060,
SouthAfrica/KRISP-K004061/2020,Illumina Miseq,ARTIC_V2,KRISP-K004061,
SouthAfrica/KRISP-K004062/2020,Illumina Miseq,ARTIC_V2,KRISP-K004062,
SouthAfrica/KRISP-K004063/2020,Illumina Miseq,ARTIC_V2,KRISP-K004063,
SouthAfrica/KRISP-K004064/2020,Illumina Miseq,ARTIC_V2,KRISP-K004064,
SouthAfrica/KRISP-K004065/2020,Illumina Miseq,ARTIC_V2,KRISP-K004065,
SouthAfrica/KRISP-K004066/2020,Illumina Miseq,ARTIC_V2,KRISP-K004066,
SouthAfrica/KRISP-K004068/2020,Illumina Miseq,ARTIC_V2,KRISP-K004068,
SouthAfrica/KRISP-K004069/2020,Illumina Miseq,ARTIC_V2,KRISP-K004069,
SouthAfrica/KRISP-K004070/2020,Illumina Miseq,ARTIC_V2,KRISP-K004070,
SouthAfrica/KRISP-K004071/2020,Illumina Miseq,ARTIC_V2,KRISP-K004071,
SouthAfrica/KRISP-K004072/2020,Illumina Miseq,ARTIC_V2,KRISP-K004072,
SouthAfrica/KRISP-K004074/2020,Illumina Miseq,ARTIC_V2,KRISP-K004074,
SouthAfrica/KRISP-K004075/2020,Illumina Miseq,ARTIC_V2,KRISP-K004075,
SouthAfrica/KRISP-K004077/2020,Illumina Miseq,ARTIC_V2,KRISP-K004077,
SouthAfrica/KRISP-K004078/2020,Illumina Miseq,ARTIC_V2,KRISP-K004078,
SouthAfrica/KRISP-K004079/2020,Illumina Miseq,ARTIC_V2,KRISP-K004079,
SouthAfrica/KRISP-K004080/2020,Illumina Miseq,ARTIC_V2,KRISP-K004080,
SouthAfrica/KRISP-K004081/2020,Illumina Miseq,ARTIC_V2,KRISP-K004081,
SouthAfrica/KRISP-K004082/2020,Illumina Miseq,ARTIC_V2,KRISP-K004082,
SouthAfrica/KRISP-K004275-CE1/2020,Illumina Miseq,ARTIC_V2,KRISP-K004275-CE1,
SouthAfrica/KRISP-K004276-CE1/2020,Illumina Miseq,ARTIC_V2,KRISP-K004276-CE1,
SouthAfrica/KRISP-K004277-CE1/2020,Illumina Miseq,ARTIC_V2,KRISP-K004277-CE1,
SouthAfrica/KRISP-K004278-CE1/2020,Illumina Miseq,ARTIC_V2,KRISP-K004278-CE1,
SouthAfrica/KRISP-K004280-CE1/2020,Illumina Miseq,ARTIC_V2,KRISP-K004280-CE1,
SouthAfrica/KRISP-K004281-CE1/2020,Illumina Miseq,ARTIC_V2,KRISP-K004281-CE1,
SouthAfrica/KRISP-K004282/2020,Illumina Miseq,ARTIC_V2,KRISP-K004282,
SouthAfrica/KRISP-K004284/2020,Illumina Miseq,ARTIC_V2,KRISP-K004284,
SouthAfrica/KRISP-K004285/2020,Illumina Miseq,ARTIC_V2,KRISP-K004285,
SouthAfrica/KRISP-K004287/2020,Illumina Miseq,ARTIC_V2,KRISP-K004287,
SouthAfrica/KRISP-K004288/2020,Illumina Miseq,ARTIC_V2,KRISP-K004288,
SouthAfrica/KRISP-K004289/2020,Illumina Miseq,ARTIC_V2,KRISP-K004289,
SouthAfrica/KRISP-K004290/2020,Illumina Miseq,ARTIC_V2,KRISP-K004290,
SouthAfrica/KRISP-K004291/2020,Illumina Miseq,ARTIC_V2,KRISP-K004291,
SouthAfrica/KRISP-K004292/2020,Illumina Miseq,ARTIC_V2,KRISP-K004292,
SouthAfrica/KRISP-K004293/2020,Illumina Miseq,ARTIC_V2,KRISP-K004293,
SouthAfrica/KRISP-K004294/2020,Illumina Miseq,ARTIC_V2,KRISP-K004294,
SouthAfrica/KRISP-K004295/2020,Illumina Miseq,ARTIC_V2,KRISP-K004295,
SouthAfrica/KRISP-K004297/2020,Illumina Miseq,ARTIC_V2,KRISP-K004297,
SouthAfrica/KRISP-K004298/2020,Illumina Miseq,ARTIC_V2,KRISP-K004298,
SouthAfrica/KRISP-K004299/2020,Illumina Miseq,ARTIC_V2,KRISP-K004299,
SouthAfrica/KRISP-K004300/2020,Illumina Miseq,ARTIC_V2,KRISP-K004300,
SouthAfrica/KRISP-K004302/2020,Illumina Miseq,ARTIC_V2,KRISP-K004302,
SouthAfrica/KRISP-K004303/2020,Illumina Miseq,ARTIC_V2,KRISP-K004303,
SouthAfrica/KRISP-K004304/2020,Illumina Miseq,ARTIC_V2,KRISP-K004304,
SouthAfrica/KRISP-K004305/2020,Illumina Miseq,ARTIC_V2,KRISP-K004305,
SouthAfrica/KRISP-K004306/2020,Illumina Miseq,ARTIC_V2,KRISP-K004306,
SouthAfrica/KRISP-K004308/2020,Illumina Miseq,ARTIC_V2,KRISP-K004308,
SouthAfrica/KRISP-K004309/2020,Illumina Miseq,ARTIC_V2,KRISP-K004309,
SouthAfrica/KRISP-K004310/2020,Illumina Miseq,ARTIC_V2,KRISP-K004310,
SouthAfrica/KRISP-K004311/2020,Illumina Miseq,ARTIC_V2,KRISP-K004311,
SouthAfrica/KRISP-K004312/2020,Illumina Miseq,ARTIC_V2,KRISP-K004312,
SouthAfrica/KRISP-K004313/2020,Illumina Miseq,ARTIC_V2,KRISP-K004313,
SouthAfrica/KRISP-K004315/2020,Illumina Miseq,ARTIC_V2,KRISP-K004315,
SouthAfrica/KRISP-K004316/2020,Illumina Miseq,ARTIC_V2,KRISP-K004316,
SouthAfrica/KRISP-K004317/2020,Illumina Miseq,ARTIC_V2,KRISP-K004317,
SouthAfrica/KRISP-K004318/2020,Illumina Miseq,ARTIC_V2,KRISP-K004318,
SouthAfrica/KRISP-K004320/2020,Illumina Miseq,ARTIC_V2,KRISP-K004320,
SouthAfrica/KRISP-K004321/2020,Illumina Miseq,ARTIC_V2,KRISP-K004321,
SouthAfrica/KRISP-K004322/2020,Illumina Miseq,ARTIC_V2,KRISP-K004322,
SouthAfrica/KRISP-K004323/2020,Illumina Miseq,ARTIC_V2,KRISP-K004323,
SouthAfrica/KRISP-K004324/2020,Illumina Miseq,ARTIC_V2,KRISP-K004324,
SouthAfrica/KRISP-K004325/2020,Illumina Miseq,ARTIC_V2,KRISP-K004325,
SouthAfrica/KRISP-K004326/2020,Illumina Miseq,ARTIC_V2,KRISP-K004326,
SouthAfrica/KRISP-K004327/2020,Illumina Miseq,ARTIC_V2,KRISP-K004327,
SouthAfrica/KRISP-K004328/2020,Illumina Miseq,ARTIC_V2,KRISP-K004328,
SouthAfrica/KRISP-K004329/2020,Illumina Miseq,ARTIC_V2,KRISP-K004329,
SouthAfrica/KRISP-K004330/2020,Illumina Miseq,ARTIC_V2,KRISP-K004330,
SouthAfrica/KRISP-K004331/2020,Illumina Miseq,ARTIC_V2,KRISP-K004331,
SouthAfrica/KRISP-K004332/2020,Illumina Miseq,ARTIC_V2,KRISP-K004332,
SouthAfrica/KRISP-K004333/2020,Illumina Miseq,ARTIC_V2,KRISP-K004333,
SouthAfrica/KRISP-K004334/2020,Illumina Miseq,ARTIC_V2,KRISP-K004334,
SouthAfrica/KRISP-K004335/2020,Illumina Miseq,ARTIC_V2,KRISP-K004335,
SouthAfrica/KRISP-K004336/2020,Illumina Miseq,ARTIC_V2,KRISP-K004336,
SouthAfrica/KRISP-K004337/2020,Illumina Miseq,ARTIC_V2,KRISP-K004337,
SouthAfrica/KRISP-K004338/2020,Illumina Miseq,ARTIC_V2,KRISP-K004338,
SouthAfrica/KRISP-K004339/2020,Illumina Miseq,ARTIC_V2,KRISP-K004339,
SouthAfrica/KRISP-K004340/2020,Illumina Miseq,ARTIC_V2,KRISP-K004340,
SouthAfrica/KRISP-K004341/2020,Illumina Miseq,ARTIC_V2,KRISP-K004341,
SouthAfrica/KRISP-K004342/2020,Illumina Miseq,ARTIC_V2,KRISP-K004342,
SouthAfrica/KRISP-K004344/2020,Illumina Miseq,ARTIC_V2,KRISP-K004344,
SouthAfrica/KRISP-K004346/2020,Illumina Miseq,ARTIC_V2,KRISP-K004346,
SouthAfrica/KRISP-K004347-CS1/2020,Illumina Miseq,ARTIC_V2,KRISP-K004347-CS1,
SouthAfrica/KRISP-K004349-CS1/2020,Illumina Miseq,ARTIC_V2,KRISP-K004349-CS1,
SouthAfrica/KRISP-K004351-CE1/2020,Illumina Miseq,ARTIC_V2,KRISP-K004351-CE1,
SouthAfrica/KRISP-K004352-CE1/2020,Illumina Miseq,ARTIC_V2,KRISP-K004352-CE1,
SouthAfrica/KRISP-K004357-CE1/2020,Illumina Miseq,ARTIC_V2,KRISP-K004357-CE1,
SouthAfrica/KRISP-K004361-CE1/2020,Illumina Miseq,ARTIC_V2,KRISP-K004361-CE1,
SouthAfrica/KRISP-K004365-CE1/2020,Illumina Miseq,ARTIC_V2,KRISP-K004365-CE1,
SouthAfrica/KRISP-K004530-CS1/2020,Illumina Miseq,ARTIC_V2,KRISP-K004530-CS1,
SouthAfrica/KRISP-K004531-CS1/2020,Illumina Miseq,ARTIC_V2,KRISP-K004531-CS1,
SouthAfrica/KRISP-K004532-CS1/2020,Illumina Miseq,ARTIC_V2,KRISP-K004532-CS1,
SouthAfrica/KRISP-K004533-CS1/2020,Illumina Miseq,ARTIC_V2,KRISP-K004533-CS1,
SouthAfrica/KRISP-K004534-CS1/2020,Illumina Miseq,ARTIC_V2,KRISP-K004534-CS1,
SouthAfrica/KRISP-K004535-CS1/2020,Illumina Miseq,ARTIC_V2,KRISP-K004535-CS1,
SouthAfrica/KRISP-K004536/2020,Illumina Miseq,ARTIC_V2,KRISP-K004536,
SouthAfrica/KRISP-K004537/2020,Illumina Miseq,ARTIC_V2,KRISP-K004537,
SouthAfrica/KRISP-K004538/2020,Illumina Miseq,ARTIC_V2,KRISP-K004538,
SouthAfrica/KRISP-K004539/2020,Illumina Miseq,ARTIC_V2,KRISP-K004539,
SouthAfrica/KRISP-K004540/2020,Illumina Miseq,ARTIC_V2,KRISP-K004540,
SouthAfrica/KRISP-K004542/2020,Illumina Miseq,ARTIC_V2,KRISP-K004542,
SouthAfrica/KRISP-K004543/2020,Illumina Miseq,ARTIC_V2,KRISP-K004543,
SouthAfrica/KRISP-K004544/2020,Illumina Miseq,ARTIC_V2,KRISP-K004544,
SouthAfrica/KRISP-K004545/2020,Illumina Miseq,ARTIC_V2,KRISP-K004545,
SouthAfrica/KRISP-K004546/2020,Illumina Miseq,ARTIC_V2,KRISP-K004546,
SouthAfrica/KRISP-K004547/2020,Illumina Miseq,ARTIC_V2,KRISP-K004547,
SouthAfrica/KRISP-K004548/2020,Illumina Miseq,ARTIC_V2,KRISP-K004548,
SouthAfrica/KRISP-K004549/2020,Illumina Miseq,ARTIC_V2,KRISP-K004549,
SouthAfrica/KRISP-K004550/2020,Illumina Miseq,ARTIC_V2,KRISP-K004550,
SouthAfrica/KRISP-K004551/2020,Illumina Miseq,ARTIC_V2,KRISP-K004551,
SouthAfrica/KRISP-K004552/2020,Illumina Miseq,ARTIC_V2,KRISP-K004552,
SouthAfrica/KRISP-K004553/2020,Illumina Miseq,ARTIC_V2,KRISP-K004553,
SouthAfrica/KRISP-K004554/2020,Illumina Miseq,ARTIC_V2,KRISP-K004554,
SouthAfrica/KRISP-K004555/2020,Illumina Miseq,ARTIC_V2,KRISP-K004555,
SouthAfrica/KRISP-K004556/2020,Illumina Miseq,ARTIC_V2,KRISP-K004556,
SouthAfrica/KRISP-K004557/2020,Illumina Miseq,ARTIC_V2,KRISP-K004557,
SouthAfrica/KRISP-K004559/2020,Illumina Miseq,ARTIC_V2,KRISP-K004559,
SouthAfrica/KRISP-K004586/2020,Illumina Miseq,ARTIC_V2,KRISP-K004586,
SouthAfrica/KRISP-K004587/2020,Illumina Miseq,ARTIC_V2,KRISP-K004587,
SouthAfrica/KRISP-K004588/2020,Illumina Miseq,ARTIC_V2,KRISP-K004588,
SouthAfrica/KRISP-K004589/2020,Illumina Miseq,ARTIC_V2,KRISP-K004589,
SouthAfrica/KRISP-K004590/2020,Illumina Miseq,ARTIC_V2,KRISP-K004590,
SouthAfrica/KRISP-K004591/2020,Illumina Miseq,ARTIC_V2,KRISP-K004591,
SouthAfrica/KRISP-K004592/2020,Illumina Miseq,ARTIC_V2,KRISP-K004592,
SouthAfrica/KRISP-K004593/2020,Illumina Miseq,ARTIC_V2,KRISP-K004593,
SouthAfrica/KRISP-K004594/2020,Illumina Miseq,ARTIC_V2,KRISP-K004594,
SouthAfrica/KRISP-K004595/2020,Illumina Miseq,ARTIC_V2,KRISP-K004595,
SouthAfrica/KRISP-K004596/2020,Illumina Miseq,ARTIC_V2,KRISP-K004596,
SouthAfrica/KRISP-K004597/2020,Illumina Miseq,ARTIC_V2,KRISP-K004597,
SouthAfrica/KRISP-K004598/2020,Illumina Miseq,ARTIC_V2,KRISP-K004598,
SouthAfrica/KRISP-K004599/2020,Illumina Miseq,ARTIC_V2,KRISP-K004599,
SouthAfrica/KRISP-K004601/2020,Illumina Miseq,ARTIC_V2,KRISP-K004601,
SouthAfrica/KRISP-K004602/2020,Illumina Miseq,ARTIC_V2,KRISP-K004602,
SouthAfrica/KRISP-K004606/2020,Illumina Miseq,ARTIC_V2,KRISP-K004606,
SouthAfrica/KRISP-K004608/2020,Illumina Miseq,ARTIC_V2,KRISP-K004608,
SouthAfrica/KRISP-K004609/2020,Illumina Miseq,ARTIC_V2,KRISP-K004609,
SouthAfrica/KRISP-K004610/2020,Illumina Miseq,ARTIC_V2,KRISP-K004610,
SouthAfrica/KRISP-K004613/2020,Illumina Miseq,ARTIC_V2,KRISP-K004613,
SouthAfrica/KRISP-K004615/2020,Illumina Miseq,ARTIC_V2,KRISP-K004615,
SouthAfrica/KRISP-K004616/2020,Illumina Miseq,ARTIC_V2,KRISP-K004616,
SouthAfrica/KRISP-K004621/2020,Illumina Miseq,ARTIC_V2,KRISP-K004621,
SouthAfrica/KRISP-K004622/2020,Illumina Miseq,ARTIC_V2,KRISP-K004622,
SouthAfrica/KRISP-K004625/2020,Illumina Miseq,ARTIC_V2,KRISP-K004625,
SouthAfrica/KRISP-K004626/2020,Illumina Miseq,ARTIC_V2,KRISP-K004626,
SouthAfrica/KRISP-K004627/2020,Illumina Miseq,ARTIC_V2,KRISP-K004627,
SouthAfrica/KRISP-K004628/2020,Illumina Miseq,ARTIC_V2,KRISP-K004628,
SouthAfrica/KRISP-K004629/2020,Illumina Miseq,ARTIC_V2,KRISP-K004629,
SouthAfrica/KRISP-K004630/2020,Illumina Miseq,ARTIC_V2,KRISP-K004630,
SouthAfrica/KRISP-K004631/2020,Illumina Miseq,ARTIC_V2,KRISP-K004631,
SouthAfrica/KRISP-K004632/2020,Illumina Miseq,ARTIC_V2,KRISP-K004632,
SouthAfrica/KRISP-K004633/2020,Illumina Miseq,ARTIC_V2,KRISP-K004633,
SouthAfrica/KRISP-K004634/2020,Illumina Miseq,ARTIC_V2,KRISP-K004634,
SouthAfrica/KRISP-K004635/2020,Illumina Miseq,ARTIC_V2,KRISP-K004635,
SouthAfrica/KRISP-K004636/2020,Illumina Miseq,ARTIC_V2,KRISP-K004636,
SouthAfrica/KRISP-K004638/2020,Illumina Miseq,ARTIC_V2,KRISP-K004638,
SouthAfrica/KRISP-K004639/2020,Illumina Miseq,ARTIC_V2,KRISP-K004639,
SouthAfrica/KRISP-K004640/2020,Illumina Miseq,ARTIC_V2,KRISP-K004640,
SouthAfrica/KRISP-K004641/2020,Illumina Miseq,ARTIC_V2,KRISP-K004641,
SouthAfrica/KRISP-K004642/2020,Illumina Miseq,ARTIC_V2,KRISP-K004642,
SouthAfrica/KRISP-K004643/2020,Illumina Miseq,ARTIC_V2,KRISP-K004643,
SouthAfrica/KRISP-K004644/2020,Illumina Miseq,ARTIC_V2,KRISP-K004644,
SouthAfrica/KRISP-K004646/2020,Illumina Miseq,ARTIC_V2,KRISP-K004646,
SouthAfrica/KRISP-K004647/2020,Illumina Miseq,ARTIC_V2,KRISP-K004647,
SouthAfrica/KRISP-K004649/2020,Illumina Miseq,ARTIC_V2,KRISP-K004649,
SouthAfrica/KRISP-K004650/2020,Illumina Miseq,ARTIC_V2,KRISP-K004650,
SouthAfrica/KRISP-K004723-CS1/2020,Illumina Miseq,ARTIC_V2,KRISP-K004723-CS1,
SouthAfrica/KRISP-K004724-CS1/2020,Illumina Miseq,ARTIC_V2,KRISP-K004724-CS1,
SouthAfrica/KRISP-K004725-CS1/2020,Illumina Miseq,ARTIC_V2,KRISP-K004725-CS1,
SouthAfrica/KRISP-K004731/2020,Illumina Miseq,ARTIC_V2,KRISP-K004731,
SouthAfrica/KRISP-K004732/2020,Illumina Miseq,ARTIC_V2,KRISP-K004732,
SouthAfrica/KRISP-K004733/2020,Illumina Miseq,ARTIC_V2,KRISP-K004733,
SouthAfrica/KRISP-K004734/2020,Illumina Miseq,ARTIC_V2,KRISP-K004734,
SouthAfrica/KRISP-K004735/2020,Illumina Miseq,ARTIC_V2,KRISP-K004735,
SouthAfrica/KRISP-K005303-CS1/2020,Illumina Miseq,ARTIC_V2,KRISP-K005303-CS1,
SouthAfrica/KRISP-K005304/2020,Illumina Miseq,ARTIC_V2,KRISP-K005304,
SouthAfrica/KRISP-K005306/2020,Illumina Miseq,ARTIC_V2,KRISP-K005306,
SouthAfrica/KRISP-K005307/2020,Illumina Miseq,ARTIC_V2,KRISP-K005307,
SouthAfrica/KRISP-K005308/2020,Illumina Miseq,ARTIC_V2,KRISP-K005308,
SouthAfrica/KRISP-K005309/2020,Illumina Miseq,ARTIC_V2,KRISP-K005309,
SouthAfrica/KRISP-K005310/2020,Illumina Miseq,ARTIC_V2,KRISP-K005310,
SouthAfrica/KRISP-K005311/2020,Illumina Miseq,ARTIC_V2,KRISP-K005311,
SouthAfrica/KRISP-K005312/2020,Illumina Miseq,ARTIC_V2,KRISP-K005312,
SouthAfrica/KRISP-K005313/2020,Illumina Miseq,ARTIC_V2,KRISP-K005313,
SouthAfrica/KRISP-K005314/2020,Illumina Miseq,ARTIC_V2,KRISP-K005314,
SouthAfrica/KRISP-K005316/2020,Illumina Miseq,ARTIC_V2,KRISP-K005316,
SouthAfrica/KRISP-K005317/2020,Illumina Miseq,ARTIC_V2,KRISP-K005317,
SouthAfrica/KRISP-K005318/2020,Illumina Miseq,ARTIC_V2,KRISP-K005318,
SouthAfrica/KRISP-K005320/2020,Illumina Miseq,ARTIC_V2,KRISP-K005320,
SouthAfrica/KRISP-K005322/2020,Illumina Miseq,ARTIC_V2,KRISP-K005322,
SouthAfrica/KRISP-K005323/2020,Illumina Miseq,ARTIC_V2,KRISP-K005323,
SouthAfrica/KRISP-K005324/2020,Illumina Miseq,ARTIC_V2,KRISP-K005324,
SouthAfrica/KRISP-K005325/2020,Illumina Miseq,ARTIC_V2,KRISP-K005325,
SouthAfrica/KRISP-K005326/2020,Illumina Miseq,ARTIC_V2,KRISP-K005326,
SouthAfrica/KRISP-K005328/2020,Illumina Miseq,ARTIC_V2,KRISP-K005328,
SouthAfrica/KRISP-K005330/2020,Illumina Miseq,ARTIC_V2,KRISP-K005330,
SouthAfrica/KRISP-K005331/2020,Illumina Miseq,ARTIC_V2,KRISP-K005331,
SouthAfrica/KRISP-K005332/2020,Illumina Miseq,ARTIC_V2,KRISP-K005332,
SouthAfrica/KRISP-K005333/2020,Illumina Miseq,ARTIC_V2,KRISP-K005333,
SouthAfrica/KRISP-K005334/2020,Illumina Miseq,ARTIC_V2,KRISP-K005334,
SouthAfrica/KRISP-K005335/2020,Illumina Miseq,ARTIC_V2,KRISP-K005335,
SouthAfrica/KRISP-K005336/2020,Illumina Miseq,ARTIC_V2,KRISP-K005336,
SouthAfrica/KRISP-K006790/2020,Illumina Miseq,ARTIC_V2,KRISP-K006790,
SouthAfrica/KRISP-K006791/2020,Illumina Miseq,ARTIC_V2,KRISP-K006791,
SouthAfrica/KRISP-K006794/2020,Illumina Miseq,ARTIC_V2,KRISP-K006794,
SouthAfrica/KRISP-K006796/2020,Illumina Miseq,ARTIC_V2,KRISP-K006796,
SouthAfrica/KRISP-K006802/2020,Illumina Miseq,ARTIC_V2,KRISP-K006802,
SouthAfrica/KRISP-K006803/2020,Illumina Miseq,ARTIC_V2,KRISP-K006803,
SouthAfrica/KRISP-K006804/2020,Illumina Miseq,ARTIC_V2,KRISP-K006804,
SouthAfrica/KRISP-K006806/2020,Illumina Miseq,ARTIC_V2,KRISP-K006806,
SouthAfrica/KRISP-K006807/2020,Illumina Miseq,ARTIC_V2,KRISP-K006807,
SouthAfrica/KRISP-K006808/2020,Illumina Miseq,ARTIC_V2,KRISP-K006808,
SouthAfrica/KRISP-K006809/2020,Illumina Miseq,ARTIC_V2,KRISP-K006809,
SouthAfrica/KRISP-K006810/2020,Illumina Miseq,ARTIC_V2,KRISP-K006810,
SouthAfrica/KRISP-K006812/2020,Illumina Miseq,ARTIC_V2,KRISP-K006812,
SouthAfrica/KRISP-K006816/2020,Illumina Miseq,ARTIC_V2,KRISP-K006816,
SouthAfrica/KRISP-K006819/2020,Illumina Miseq,ARTIC_V2,KRISP-K006819,
SouthAfrica/KRISP-K006821/2020,Illumina Miseq,ARTIC_V2,KRISP-K006821,
SouthAfrica/KRISP-K006826/2020,Illumina Miseq,ARTIC_V2,KRISP-K006826,
SouthAfrica/KRISP-K006827/2020,Illumina Miseq,ARTIC_V2,KRISP-K006827,
SouthAfrica/KRISP-K006830/2020,Illumina Miseq,ARTIC_V2,KRISP-K006830,
SouthAfrica/KRISP-K006831/2020,Illumina Miseq,ARTIC_V2,KRISP-K006831,
SouthAfrica/KRISP-K006832/2020,Illumina Miseq,ARTIC_V2,KRISP-K006832,
SouthAfrica/KRISP-K006833/2020,Illumina Miseq,ARTIC_V2,KRISP-K006833,
SouthAfrica/KRISP-K006834/2020,Illumina Miseq,ARTIC_V2,KRISP-K006834,
SouthAfrica/KRISP-K006840/2020,Illumina Miseq,ARTIC_V2,KRISP-K006840,
SouthAfrica/KRISP-K006843/2020,Illumina Miseq,ARTIC_V2,KRISP-K006843,
SouthAfrica/KRISP-K006844/2020,Illumina Miseq,ARTIC_V2,KRISP-K006844,
SouthAfrica/KRISP-K006847/2020,Illumina Miseq,ARTIC_V2,KRISP-K006847,
SouthAfrica/KRISP-K006848/2020,Illumina Miseq,ARTIC_V2,KRISP-K006848,
SouthAfrica/KRISP-K006850/2020,Illumina Miseq,ARTIC_V2,KRISP-K006850,
SouthAfrica/KRISP-K006851/2020,Illumina Miseq,ARTIC_V2,KRISP-K006851,
SouthAfrica/KRISP-K006853/2020,Illumina Miseq,ARTIC_V2,KRISP-K006853,
SouthAfrica/KRISP-K006857/2020,Illumina Miseq,ARTIC_V2,KRISP-K006857,
SouthAfrica/KRISP-K006860/2020,Illumina Miseq,ARTIC_V2,KRISP-K006860,
SouthAfrica/KRISP-K006862/2020,Illumina Miseq,ARTIC_V2,KRISP-K006862,
SouthAfrica/KRISP-K006863/2020,Illumina Miseq,ARTIC_V2,KRISP-K006863,
SouthAfrica/KRISP-K006868/2020,Illumina Miseq,ARTIC_V2,KRISP-K006868,
SouthAfrica/KRISP-K006869/2020,Illumina Miseq,ARTIC_V2,KRISP-K006869,
SouthAfrica/KRISP-K006870/2020,Illumina Miseq,ARTIC_V2,KRISP-K006870,
SouthAfrica/KRISP-K006872/2020,Illumina Miseq,ARTIC_V2,KRISP-K006872,
SouthAfrica/KRISP-K006877/2020,Illumina Miseq,ARTIC_V2,KRISP-K006877,
SouthAfrica/KRISP-K006879/2020,Illumina Miseq,ARTIC_V2,KRISP-K006879,
SouthAfrica/KRISP-K006880/2020,Illumina Miseq,ARTIC_V2,KRISP-K006880,
SouthAfrica/KRISP-K007133/2020,Illumina Miseq,ARTIC_V2,KRISP-K007133,
SouthAfrica/KRISP-K007134/2020,Illumina Miseq,ARTIC_V2,KRISP-K007134,
SouthAfrica/KRISP-K007135/2020,Illumina Miseq,ARTIC_V2,KRISP-K007135,
SouthAfrica/KRISP-K007622/2020,Illumina Miseq,ARTIC_V2,KRISP-K007622,
SouthAfrica/KRISP-K007623/2020,Illumina Miseq,ARTIC_V2,KRISP-K007623,
SouthAfrica/KRISP-K007627/2020,Illumina Miseq,ARTIC_V2,KRISP-K007627,
SouthAfrica/KRISP-K007628/2020,Illumina Miseq,ARTIC_V2,KRISP-K007628,
SouthAfrica/KRISP-K007629/2020,Illumina Miseq,ARTIC_V2,KRISP-K007629,
SouthAfrica/KRISP-K007630/2020,Illumina Miseq,ARTIC_V2,KRISP-K007630,
SouthAfrica/KRISP-K007632/2020,Illumina Miseq,ARTIC_V2,KRISP-K007632,
SouthAfrica/KRISP-K007633/2020,Illumina Miseq,ARTIC_V2,KRISP-K007633,
SouthAfrica/KRISP-K007634/2020,Illumina Miseq,ARTIC_V2,KRISP-K007634,
SouthAfrica/KRISP-K007635/2020,Illumina Miseq,ARTIC_V2,KRISP-K007635,
SouthAfrica/KRISP-K007717/2020,Illumina Miseq,ARTIC_V2,KRISP-K007717,
SouthAfrica/KRISP-K007720/2020,Illumina Miseq,ARTIC_V2,KRISP-K007720,
SouthAfrica/KRISP-K007721/2020,Illumina Miseq,ARTIC_V2,KRISP-K007721,
SouthAfrica/KRISP-K007724/2020,Illumina Miseq,ARTIC_V2,KRISP-K007724,
SouthAfrica/KRISP-K007725/2020,Illumina Miseq,ARTIC_V2,KRISP-K007725,
SouthAfrica/KRISP-K007726/2020,Illumina Miseq,ARTIC_V2,KRISP-K007726,
SouthAfrica/KRISP-K007727/2020,Illumina Miseq,ARTIC_V2,KRISP-K007727,
SouthAfrica/KRISP-K007728/2020,Illumina Miseq,ARTIC_V2,KRISP-K007728,
SouthAfrica/KRISP-K007729/2020,Illumina Miseq,ARTIC_V2,KRISP-K007729,
SouthAfrica/KRISP-K007730/2020,Illumina Miseq,ARTIC_V2,KRISP-K007730,
SouthAfrica/KRISP-K007731/2020,Illumina Miseq,ARTIC_V2,KRISP-K007731,
SouthAfrica/KRISP-K007732/2020,Illumina Miseq,ARTIC_V2,KRISP-K007732,
